path,area,kind,lines,bytes,classes,functions,hash,serialize,copy,validate,reflect,cache,filesystem,process,parse_error
to_archive/examples/test_fireball.py,to_archive,source,545,21148,0,14,0,0,0,53,0,0,0,0,
to_archive/examples/test_frenzy_maintenance.py,to_archive,source,134,5536,0,1,0,0,0,0,0,0,0,0,
to_archive/examples/test_geometry.py,to_archive,source,354,11108,0,20,0,0,0,57,0,0,0,0,
to_archive/examples/test_grease.py,to_archive,source,364,11863,0,8,0,0,0,20,1,0,0,0,
to_archive/examples/test_great_weapon_fighting.py,to_archive,source,389,13022,0,6,0,0,0,9,1,0,0,0,
to_archive/examples/test_gust_of_wind.py,to_archive,source,656,24376,0,15,0,0,0,33,1,0,0,0,
to_archive/examples/test_handler_toggle.py,to_archive,source,348,12522,0,12,0,0,0,32,0,0,0,0,
to_archive/examples/test_haste.py,to_archive,source,697,27008,0,24,0,0,0,43,0,0,0,0,
to_archive/examples/test_haste_potion.py,to_archive,source,331,11794,0,10,0,0,0,14,0,0,0,0,
to_archive/examples/test_hazard_pathfinding.py,to_archive,source,596,22589,0,16,0,0,0,8,0,0,0,0,
to_archive/examples/test_healing_spells.py,to_archive,source,1091,33977,0,41,0,0,0,0,0,0,0,0,
to_archive/examples/test_ice_storm.py,to_archive,source,644,25205,0,14,0,0,0,41,1,0,0,0,
to_archive/examples/test_improved_critical.py,to_archive,source,283,11536,0,8,0,0,0,23,0,0,0,0,
to_archive/examples/test_incendiary_cloud.py,to_archive,source,367,12346,0,11,0,0,0,17,1,0,0,0,
to_archive/examples/test_indomitable.py,to_archive,source,322,10425,0,8,0,0,0,10,0,0,0,0,
to_archive/examples/test_info_leak_fixes.py,to_archive,source,1277,56668,0,17,0,3,0,0,2,0,0,0,
to_archive/examples/test_insect_plague.py,to_archive,source,592,20777,0,15,0,0,0,30,1,0,0,0,
to_archive/examples/test_intercept_dodge_roll.py,to_archive,source,827,32038,0,18,0,0,0,0,0,0,0,0,
to_archive/examples/test_inventory_use_actions.py,to_archive,source,1563,65876,0,52,0,0,0,164,3,0,0,0,
to_archive/examples/test_invisibility_oa_reveal.py,to_archive,source,441,18666,0,19,0,0,0,0,0,0,0,0,
to_archive/examples/test_invisibility_pathfinding_leak.py,to_archive,source,554,19971,0,15,0,0,0,0,0,0,0,0,
to_archive/examples/test_invisible_targeting.py,to_archive,source,313,11463,0,9,0,0,0,0,0,0,0,0,
to_archive/examples/test_items_equip_hooks.py,to_archive,source,549,22345,3,26,0,0,0,65,1,0,0,0,
to_archive/examples/test_items_lifecycle_hooks.py,to_archive,source,591,22870,7,33,0,0,0,40,0,0,0,0,
to_archive/examples/test_items_phase1.py,to_archive,source,610,22278,1,35,0,0,0,82,0,0,0,0,
to_archive/examples/test_items_phase1_advanced.py,to_archive,source,841,32001,1,43,0,0,0,79,0,0,0,0,
to_archive/examples/test_jump.py,to_archive,source,499,18881,0,8,0,0,0,28,0,0,0,0,
to_archive/examples/test_jump_spell.py,to_archive,source,429,16883,0,8,0,0,0,55,0,0,0,0,
to_archive/examples/test_legacy_migration.py,to_archive,source,615,21889,3,17,0,0,0,20,2,0,0,0,
to_archive/examples/test_light_propagation.py,to_archive,source,364,14186,0,4,0,0,0,1,0,0,0,0,
to_archive/examples/test_light_source_cleanup.py,to_archive,source,297,10522,0,3,0,0,0,1,0,0,0,0,
to_archive/examples/test_light_source_perf.py,to_archive,source,239,8382,0,5,0,0,0,1,0,0,0,0,
to_archive/examples/test_lighting_stealth_integration.py,to_archive,source,1156,50250,0,28,0,0,0,20,0,0,0,0,
to_archive/examples/test_lighting_system.py,to_archive,source,731,28858,0,3,0,0,0,1,0,0,0,0,
to_archive/examples/test_lightning_bolt.py,to_archive,source,527,18891,0,14,0,0,0,30,0,0,0,0,
to_archive/examples/test_lucky_feat.py,to_archive,source,289,10178,0,7,0,0,0,12,0,0,0,0,
to_archive/examples/test_magic_missile_multi.py,to_archive,source,306,10802,0,8,0,0,0,37,0,0,0,0,
to_archive/examples/test_mapeditor_api.py,to_archive,source,234,12605,0,6,0,0,0,0,0,0,2,0,
to_archive/examples/test_mirror_image.py,to_archive,source,356,12470,0,12,0,0,0,16,0,0,0,0,
to_archive/examples/test_multi_target_allies.py,to_archive,source,252,8983,0,8,0,0,0,25,0,0,0,0,
to_archive/examples/test_new_spells.py,to_archive,source,818,30653,0,22,0,0,0,53,1,0,0,0,
to_archive/examples/test_new_spells_batch2.py,to_archive,source,1070,36035,0,8,0,0,0,0,1,0,0,0,
to_archive/examples/test_new_spells_batch4.py,to_archive,source,1040,40788,0,26,0,0,0,0,1,0,0,0,
to_archive/examples/test_perception_staleness.py,to_archive,source,871,30784,5,20,0,0,0,9,0,0,0,0,
to_archive/examples/test_prone_auto_stand.py,to_archive,source,263,8782,0,6,0,0,0,12,0,0,0,0,
to_archive/examples/test_protection.py,to_archive,source,414,14732,0,11,0,0,0,23,0,0,0,0,
to_archive/examples/test_pvp_extra_attack.py,to_archive,source,191,7345,0,3,0,0,0,1,0,0,0,0,
to_archive/examples/test_ray_of_frost_duration.py,to_archive,source,107,4695,0,2,0,0,0,7,0,0,0,0,
to_archive/examples/test_reactive_senses.py,to_archive,source,830,31356,0,15,0,0,0,12,9,0,0,0,
to_archive/examples/test_relentless_rage_intimidating.py,to_archive,source,540,17749,0,8,0,0,0,0,0,0,0,0,
to_archive/examples/test_saving_throw_events.py,to_archive,source,222,7334,0,7,0,0,1,4,3,0,0,0,
to_archive/examples/test_second_wind.py,to_archive,source,258,12156,1,5,0,0,0,12,0,0,0,0,
to_archive/examples/test_self_range_aoe_availability.py,to_archive,source,167,6627,1,7,0,0,0,8,0,0,0,0,
to_archive/examples/test_sense_buff_spells.py,to_archive,source,1066,46358,0,20,0,0,0,96,5,0,0,0,
to_archive/examples/test_serialization.py,to_archive,source,440,18267,0,4,0,20,0,0,1,2,0,0,
to_archive/examples/test_shatter.py,to_archive,source,486,17327,0,12,0,0,0,29,0,0,0,0,
to_archive/examples/test_shield_spell.py,to_archive,source,591,19462,0,23,0,0,0,49,0,0,0,0,
to_archive/examples/test_shove.py,to_archive,source,405,16043,0,8,0,0,0,19,0,0,0,0,
to_archive/examples/test_skeleton_units.py,to_archive,source,914,34441,0,35,0,0,0,0,0,0,0,0,
to_archive/examples/test_sleep_color_spray.py,to_archive,source,516,17176,0,14,0,0,0,30,0,0,0,0,
to_archive/examples/test_slow.py,to_archive,source,523,20336,0,16,0,0,0,28,0,0,0,0,
to_archive/examples/test_sorcerer_factory.py,to_archive,source,2246,84008,0,80,0,0,0,283,1,0,0,0,
to_archive/examples/test_spatial_handler_registry.py,to_archive,source,342,10302,0,14,0,0,0,19,1,0,0,0,
to_archive/examples/test_spell_catalog_api.py,to_archive,source,98,4387,0,5,0,1,0,0,0,0,1,0,
to_archive/examples/test_spell_crit_dice.py,to_archive,source,265,8882,0,9,0,0,0,3,0,0,0,0,
to_archive/examples/test_spell_system.py,to_archive,source,986,38649,0,18,0,0,0,123,3,0,0,0,
to_archive/examples/test_spell_vfx_metadata.py,to_archive,source,200,10740,0,2,0,2,0,1,0,0,0,0,
to_archive/examples/test_spike_growth.py,to_archive,source,215,6825,0,5,0,0,0,13,0,0,0,0,
to_archive/examples/test_spike_zone.py,to_archive,source,312,12560,0,6,0,0,0,8,1,0,0,0,
to_archive/examples/test_spirit_guardians.py,to_archive,source,487,16653,0,11,0,0,0,27,1,0,0,0,
to_archive/examples/test_stackable_items.py,to_archive,source,432,15336,0,19,0,0,0,36,0,0,0,0,
to_archive/examples/test_stealth_system.py,to_archive,source,1562,58792,0,34,0,0,0,2,0,0,0,0,
to_archive/examples/test_sunbeam.py,to_archive,source,513,17878,0,13,0,0,0,31,1,0,0,0,
to_archive/examples/test_survivor.py,to_archive,source,302,9705,0,8,0,0,0,11,0,0,0,0,
to_archive/examples/test_terrain_movement_system.py,to_archive,source,1035,35895,5,29,0,0,0,50,1,0,0,0,
to_archive/examples/test_thunderwave.py,to_archive,source,639,24902,0,14,0,0,0,44,0,0,0,0,
to_archive/examples/test_tier1_spells.py,to_archive,source,979,39614,0,22,0,0,0,59,4,0,0,0,
to_archive/examples/test_tier2_spells.py,to_archive,source,895,31211,0,24,0,0,0,57,2,0,0,0,
to_archive/examples/test_tile_condition_duration.py,to_archive,source,181,6635,2,3,0,0,0,16,0,0,0,0,
to_archive/examples/test_tile_directional_blocking.py,to_archive,source,388,16245,0,13,0,1,0,1,0,0,1,0,
to_archive/examples/test_torch_items.py,to_archive,source,391,16682,0,3,0,0,0,1,0,0,0,0,
to_archive/examples/test_turn_end_handler.py,to_archive,source,170,5549,0,4,0,0,1,7,1,0,0,0,
to_archive/examples/test_two_weapon_fighting.py,to_archive,source,491,19231,0,10,0,0,0,12,0,0,0,0,
to_archive/examples/test_usable_items.py,to_archive,source,648,22547,0,23,0,0,0,62,0,0,0,0,
to_archive/examples/test_visibility_contract_payloads.py,to_archive,source,196,7066,1,6,0,3,0,12,1,0,0,0,
to_archive/examples/test_web.py,to_archive,source,332,10763,0,7,0,0,0,20,1,0,0,0,
to_archive/interactive_ruleset/tests/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/characterizations/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/classes/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/equipment/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/gamemastering/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/gameplay/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/monsters/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/races/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/interactive_ruleset/tests/spells/__init__.py,to_archive,test,0,0,0,0,0,0,0,0,0,0,0,0,
to_archive/tests/test_archived_cli_orchestration.py,to_archive,test,200,7599,0,3,0,1,0,34,0,0,2,1,
